"product_name","product_url","product_brand","product_price_int","product_price_float","product_image"
"Small Square Polarized Sunglasses for Men and Women Polygon Mirrored Lens SJ1072","https://www.amazon.com/SOJOS-Polarized-Sunglasses-Polygon-Mirrored/dp/B078JCZ7MX/ref=sr_1_1?dchild=1&keywords=sunglasses&qid=1596432632&s=apparel&sr=1-1","SOJOS","14.","83","https://m.media-amazon.com/images/I/71MUXeRWf2L._AC_UL320_.jpg"
"Unisex Polarized Aluminum Sunglasses Vintage Sun Glasses For Men/Women S8286","https://www.amazon.com/MERRYS-Polarized-Aluminum-Sunglasses-Vintage/dp/B01M311ACN/ref=sr_1_2?dchild=1&keywords=sunglasses&qid=1596432632&s=apparel&sr=1-2","MERRY'S","12.","91","https://m.media-amazon.com/images/I/61ZhLl-4JPL._AC_UL320_.jpg"
"Polarized Sunglasses for Men and Women Semi-Rimless Frame Driving Sun glasses 100% UV Blocking","https://www.amazon.com/Kaliyadi-polarizados-manejar-semirretr%C3%A1ctil-bloqueo/dp/B07MW4R1X3/ref=sr_1_3?dchild=1&keywords=sunglasses&qid=1596432632&s=apparel&sr=1-3","KALIYADI","15.","99","https://m.media-amazon.com/images/I/61KQXq71FJL._AC_UL320_.jpg"
"Classic Aviator Mirrored Flat Lens Sunglasses Metal Frame with Spring Hinges SJ1030","https://www.amazon.com/SOJOS-Classic-Aviator-Mirrored-Sunglasses/dp/B01HYRH8E2/ref=sr_1_4?dchild=1&keywords=sunglasses&qid=1596432632&s=apparel&sr=1-4","SOJOS","14.","94","https://m.media-amazon.com/images/I/71zfBM5DVOL._AC_UL320_.jpg"
"Classic Round Retro Plastic Frame Vintage Inspired Sunglasses BLOSSOM SJ2067","https://www.amazon.com/SOJOS-Classic-redondas-pl%C3%A1stico-inspirado/dp/B07MFD8GQH/ref=sr_1_5?dchild=1&keywords=sunglasses&qid=1596432632&s=apparel&sr=1-5","SOJOS","13.","85","https://m.media-amazon.com/images/I/61tTcVyQIeL._AC_UL320_.jpg"
"Polarized Sunglasses Classic Small Round Metal Frame for Women Men SJ1014","https://www.amazon.com/SOJOS-Polarized-Sunglasses-Mirrored-Glasses/dp/B01DWD0790/ref=sr_1_6?dchild=1&keywords=sunglasses&qid=1596432632&s=apparel&sr=1-6","SOJOS","13.","99","https://m.media-amazon.com/images/I/71UsHwukgPL._AC_UL320_.jpg"
"Vintage Round Sunglasses for Women Classic Retro Designer Style","https://www.amazon.com/SUNGAIT-Vintage-Sunglasses-Designer-Gradient/dp/B06XP12K3Y/ref=sr_1_7?dchild=1&keywords=sunglasses&qid=1596432632&s=apparel&sr=1-7","SUNGAIT","14.","99","https://m.media-amazon.com/images/I/610+Sk6oU2L._AC_UL320_.jpg"
"Classic Square Polarized Sunglasses Unisex UV400 Mirrored Glasses SJ2050","https://www.amazon.com/SOJOS-Polarized-Sunglasses-Mirrored-Tortoise/dp/B07S7J2H1Q/ref=sr_1_8?dchild=1&keywords=sunglasses&qid=1596432632&s=apparel&sr=1-8","SOJOS","14.","67","https://m.media-amazon.com/images/I/611waEJuMwL._AC_UL320_.jpg"
"Women's J106 Metal Aviator Sunglasses with 100% UV Protection, 60 mm","https://www.amazon.com/Jessica-Simpson-Non-Polarized-Iridium-Sunglasses/dp/B078125FMX/ref=sr_1_9?dchild=1&keywords=sunglasses&qid=1596432632&s=apparel&sr=1-9","Jessica Simpson","32.","42","https://m.media-amazon.com/images/I/61mKxJESsqL._AC_UL320_.jpg"
"Classic Aviator Sunglasses","https://www.amazon.com/Ray-Ban-RB3025-Aviator-Sunglasses-Black/dp/B000GLN15O/ref=sr_1_10?dchild=1&keywords=sunglasses&qid=1596432632&s=apparel&sr=1-10","Ray-Ban","154.","00","https://m.media-amazon.com/images/I/61gxRz7XFuL._AC_UL320_.jpg"
"Fashion Round Sunglasses for Women Men Oversized Vintage Shades SJ2057","https://www.amazon.com/SOJOS-Sunglasses-Mirrored-SJ2057-Tortoise/dp/B07CGM6RG2/ref=sr_1_11?dchild=1&keywords=sunglasses&qid=1596432632&s=apparel&sr=1-11","SOJOS","14.","98","https://m.media-amazon.com/images/I/61-NHOSpllL._AC_UL320_.jpg"
"Youth Windup Wrap Sunglasses","https://www.amazon.com/Under-Armour-Windup-Sunglasses-White/dp/B07J6TL7KV/ref=sr_1_12?dchild=1&keywords=sunglasses&qid=1596432632&s=apparel&sr=1-12","Under Armour","53.","12","https://m.media-amazon.com/images/I/61vgg9t-X1L._AC_UL320_.jpg"
"Polarized 80's Retro Classic Trendy Stylish Sunglasses for Men Women","https://www.amazon.com/Polarspex-Polarized-Classic-Stylish-Sunglasses/dp/B01M0P6RXS/ref=sr_1_13?dchild=1&keywords=sunglasses&qid=1596432632&s=apparel&sr=1-13","PolarSpex","14.","95","https://m.media-amazon.com/images/I/71LDhgGZ+sL._AC_UL320_.jpg"
"MLB Deluxe Flip-Up Sunglasses","https://www.amazon.com/Franklin-Sports-Deluxe-Flip-Up-Sunglasses/dp/B006A1W2O0/ref=sr_1_14?dchild=1&keywords=sunglasses&qid=1596432632&s=apparel&sr=1-14","Franklin Sports","8.","86","https://m.media-amazon.com/images/I/71N+lLLVqYL._AC_UL320_.jpg"
"Sunglasses for Women Men Polarized uv Protection Wearpro Fashion Vintage Round Classic Retro Aviator Mirrored Sun glasses","https://www.amazon.com/Sunglasses-Polarized-Protection-Wearpro-Mirrored/dp/B07SV1SFXL/ref=sr_1_15?dchild=1&keywords=sunglasses&qid=1596432632&s=apparel&sr=1-15","wearpro","11.","89","https://m.media-amazon.com/images/I/61-BUS91FyL._AC_UL320_.jpg"
"Igniter Sunglasses Oval","https://www.amazon.com/Under-Armour-Igniter-Polarized-Sunglasses/dp/B003JMFI8K/ref=sr_1_16?dchild=1&keywords=sunglasses&qid=1596432632&s=apparel&sr=1-16","Under Armour","68.","99","https://m.media-amazon.com/images/I/71b9LMclrGL._AC_UL320_.jpg"
"Men's Oo9102 Holbrook Square Sunglasses","https://www.amazon.com/Oakley-Holbrook-Sunglasses-Matte-Black/dp/B003DQPBXE/ref=sr_1_17?dchild=1&keywords=sunglasses&qid=1596432632&s=apparel&sr=1-17","Oakley","91.","50","https://m.media-amazon.com/images/I/51-6rkophUL._AC_UL320_.jpg"
"Polarized Sunglasses for Women Vintage Retro Round Mirrored Lens","https://www.amazon.com/WOWSUN-Polarized-Sunglasses-Gradient-Tortoise/dp/B07Q81QXLM/ref=sr_1_18?dchild=1&keywords=sunglasses&qid=1596432632&s=apparel&sr=1-18","WOWSUN","19.","99","https://m.media-amazon.com/images/I/61mbDLPXW0L._AC_UL320_.jpg"
"Reflective Lens Round Trendy Sunglasses","https://www.amazon.com/WearMe-Pro-Reflective-Trendy-Sunglasses/dp/B072JHS9Q2/ref=sr_1_19?dchild=1&keywords=sunglasses&qid=1596432632&s=apparel&sr=1-19","WearMe Pro","24.","00","https://m.media-amazon.com/images/I/81VKowiRCqL._AC_UL320_.jpg"
"Women's 0MK2024","https://www.amazon.com/Michael-Kors-Womens-0MK2024-Black/dp/B01HYW1U8M/ref=sr_1_20?dchild=1&keywords=sunglasses&qid=1596432632&s=apparel&sr=1-20","Michael Kors","60.","45","https://m.media-amazon.com/images/I/61OqN77dyiL._AC_UL320_.jpg"
"Classic Retro Round Polarized Sunglasses UV400 Mirrored Lens SJ2069 ALL ME","https://www.amazon.com/SOJOS-Classic-Sunglasses-Mirrored-SJ2069/dp/B07P3ZTHCV/ref=sr_1_21?dchild=1&keywords=sunglasses&qid=1596432632&s=apparel&sr=1-21","SOJOS","13.","79","https://m.media-amazon.com/images/I/613fgdJNZTL._AC_UL320_.jpg"
"Rb3016 Clubmaster Square Sunglasses","https://www.amazon.com/Ray-Ban-Clubmaster-Square-Sunglasses-Metallic/dp/B01N5MWPIG/ref=sr_1_22?dchild=1&keywords=sunglasses&qid=1596432632&s=apparel&sr=1-22","Ray-Ban","105.","83","https://m.media-amazon.com/images/I/71iZDgKt2mL._AC_UL320_.jpg"
"Rb2132 New Wayfarer Sunglasses","https://www.amazon.com/Ray-Ban-Womens-Wayfarer-Sunglasses-Transparent/dp/B01ETAO9LM/ref=sr_1_23?dchild=1&keywords=sunglasses&qid=1596432632&s=apparel&sr=1-23","Ray-Ban","144.","00","https://m.media-amazon.com/images/I/61zPHDvg8cL._AC_UL320_.jpg"
"Fashion Round Sunglasses for Women with Rivet Plastic Frame DOLPHIN SJ2068","https://www.amazon.com/SOJOS-Designer-Sunglasses-Oversized-Gradient/dp/B07NQ483FF/ref=sr_1_24?dchild=1&keywords=sunglasses&qid=1596432632&s=apparel&sr=1-24","SOJOS","13.","86","https://m.media-amazon.com/images/I/61T5qcbwCvL._AC_UL320_.jpg"
"Fishing Polarized Full Frame Sunglasses with Scratch Resistance and UV Protection","https://www.amazon.com/HUK-Spearpoint-Sunglasses-Polycarbonate-Subphantis/dp/B07VHXYHX7/ref=sr_1_25?dchild=1&keywords=sunglasses&qid=1596432632&s=apparel&sr=1-25","HUK","49.","99","https://m.media-amazon.com/images/I/614dUBuQj-L._AC_UL320_.jpg"
"Rb3447 Round Metal Sunglasses","https://www.amazon.com/Ray-Ban-Round-Metal-Arista-53/dp/B01LWDHNBG/ref=sr_1_26?dchild=1&keywords=sunglasses&qid=1596432632&s=apparel&sr=1-26","Ray-Ban","154.","00","https://m.media-amazon.com/images/I/51sd4Vw8EYL._AC_UL320_.jpg"
"Small Retro Round Polarized Sunglasses UV400 Double Bridge Sunnies SUNSET SJ1104","https://www.amazon.com/SOJOS-Polarized-Sunglasses-Double-Mirrored/dp/B07M6WWLQC/ref=sr_1_27?dchild=1&keywords=sunglasses&qid=1596432632&s=apparel&sr=1-27","SOJOS","16.","96","https://m.media-amazon.com/images/I/61KjqVpzmbL._AC_UL320_.jpg"
"Suncloud Loveseat Sunglasses","https://www.amazon.com/Suncloud-Loveseat-Sunglasses-Tortoise-Polycarbonate/dp/B01N9GU3VQ/ref=sr_1_28?dchild=1&keywords=sunglasses&qid=1596432632&s=apparel&sr=1-28","Suncloud","","","https://m.media-amazon.com/images/I/613f+-2P7tL._AC_UL320_.jpg"
"Rj9506s Aviator Kids Sunglasses","https://www.amazon.com/Ray-Ban-Junior-RJ9506S-Aviator-Sunglasses/dp/B075FYGJDD/ref=sr_1_29?dchild=1&keywords=sunglasses&qid=1596432632&s=apparel&sr=1-29","Ray-Ban","83.","00","https://m.media-amazon.com/images/I/51vFx5gGaZL._AC_UL320_.jpg"
"Unisex Polarized Sunglasses Men Women Retro Designer Sun Glasses","https://www.amazon.com/Joopin-Polarized-Sunglasses-Designer-packaging/dp/B01NAHV221/ref=sr_1_30?dchild=1&keywords=sunglasses&qid=1596432632&s=apparel&sr=1-30","Joopin","10.","99","https://m.media-amazon.com/images/I/519NQwNO96L._AC_UL320_.jpg"
"Ultra Lightweight Rectangular Polarized Sunglasses UV400 Protection","https://www.amazon.com/SUNGAIT-Lightweight-Rectangular-Sunglasses-Protection/dp/B01LYQK0YX/ref=sr_1_31?dchild=1&keywords=sunglasses&qid=1596432632&s=apparel&sr=1-31","SUNGAIT","13.","59","https://m.media-amazon.com/images/I/61PmcMlhksL._AC_UL320_.jpg"
"Rb3136 Caravan Square Sunglasses","https://www.amazon.com/Ray-Ban-Non-Polarized-Rectangular-Sunglasses-Gunmetal/dp/B002B7F2YY/ref=sr_1_32?dchild=1&keywords=sunglasses&qid=1596432632&s=apparel&sr=1-32","Ray-Ban","154.","00","https://m.media-amazon.com/images/I/51l1ywHs42L._AC_UL320_.jpg"
"RB4171 Erika Sunglasses","https://www.amazon.com/Ray-Ban-Erika-Aviator-Sunglasses-Rubber/dp/B00CEOM3KU/ref=sr_1_33?dchild=1&keywords=sunglasses&qid=1596432632&s=apparel&sr=1-33","Ray-Ban","147.","00","https://m.media-amazon.com/images/I/61h-302gHvL._AC_UL320_.jpg"
"Men's Sliver XL Aero Grid Sunglasses","https://www.amazon.com/Oakley-Non-Polarized-Iridium-Rectangular-Sunglasses/dp/B01DKJW6HW/ref=sr_1_34?dchild=1&keywords=sunglasses&qid=1596432632&s=apparel&sr=1-34","Oakley","83.","00","https://m.media-amazon.com/images/I/515OpXmjqyL._AC_UL320_.jpg"
"Men's Oo9316 Thinlink Rectangular Sunglasses","https://www.amazon.com/Oakley-Thinlink-Non-Polarized-Rectangular-Sunglasses/dp/B01ASOB20E/ref=sr_1_35?dchild=1&keywords=sunglasses&qid=1596432632&s=apparel&sr=1-35","Oakley","72.","95","https://m.media-amazon.com/images/I/51qQaeYcqNL._AC_UL320_.jpg"
"Sunglasses for Men Women Aviator Polarized Metal Mirror UV 400 Lens Protection","https://www.amazon.com/Livh%C3%B2-Sunglasses-Aviator-Polarized-Protection/dp/B0756W8BRS/ref=sr_1_36?dchild=1&keywords=sunglasses&qid=1596432632&s=apparel&sr=1-36","livho","12.","74","https://m.media-amazon.com/images/I/51nRveU66HL._AC_UL320_.jpg"
"TY7059","https://www.amazon.com/Tory-Burch-Womens-0TY7059-Sunglasses/dp/B009ALJ4NO/ref=sr_1_37?dchild=1&keywords=sunglasses&qid=1596432632&s=apparel&sr=1-37","Tory Burch","79.","36","https://m.media-amazon.com/images/I/61CSSyYAUhL._AC_UL320_.jpg"
"Cat Eye Mirrored Flat Lenses Street Fashion Metal Frame Women Sunglasses SJ1001","https://www.amazon.com/SOJOS-Mirrored-Lenses-Fashion-Sunglasses/dp/B01D2XQKXC/ref=sr_1_38?dchild=1&keywords=sunglasses&qid=1596432632&s=apparel&sr=1-38","SOJOS","13.","88","https://m.media-amazon.com/images/I/61wgOqLvYIL._AC_UL320_.jpg"
"Rambler Sunglasses","https://www.amazon.com/Suncloud-Rambler-Polarized-Sunglasses-Mirror/dp/B0795XZW1P/ref=sr_1_39?dchild=1&keywords=sunglasses&qid=1596432632&s=apparel&sr=1-39","Suncloud","","","https://m.media-amazon.com/images/I/714sw65BrbL._AC_UL320_.jpg"
"Square Oversized Sunglasses for Women Men Flat Top Fashion Shades","https://www.amazon.com/GRFISIA-Oversized-Sunglasses-3PCS-Black-leopard-orange/dp/B07JVJBKVD/ref=sr_1_40?dchild=1&keywords=sunglasses&qid=1596432632&s=apparel&sr=1-40","GRFISIA","15.","29","https://m.media-amazon.com/images/I/71zTrsZLbML._AC_UL320_.jpg"
"unisex-child Menace Wrap Sunglasses Wrap Sunglasses","https://www.amazon.com/Under-Armour-Sunglasses-Infrared-MULTIFLECTION/dp/B01IO0EHQA/ref=sr_1_41?dchild=1&keywords=sunglasses&qid=1596432632&s=apparel&sr=1-41","Under Armour","69.","99","https://m.media-amazon.com/images/I/71Bl3CcySaL._AC_UL320_.jpg"
"Fashion Round Polarized Sunglasses for Women UV400 Mirrored Lens SJ1057","https://www.amazon.com/SOJOS-Fashion-Polarized-Sunglasses-Mirrored/dp/B06XKNYYWY/ref=sr_1_42?dchild=1&keywords=sunglasses&qid=1596432632&s=apparel&smid=A4EW9L80JWXT1&sr=1-42","SOJOS","11.","78","https://m.media-amazon.com/images/I/619uMmPD5FL._AC_UL320_.jpg"
"Men's Oo9236 Valve Rectangular Sunglasses","https://www.amazon.com/Oakley-VALVE-BLACK/dp/B000K7F3YG/ref=sr_1_43?dchild=1&keywords=sunglasses&qid=1596432632&s=apparel&sr=1-43","Oakley","","","https://m.media-amazon.com/images/I/412BW3CMTkL._AC_UL320_.jpg"
"Rb3647n Round Double Bridge Sunglasses","https://www.amazon.com/Ray-Ban-0rb3647n-Round-Sunglasses-Gold/dp/B07FZ6LBPM/ref=sr_1_44?dchild=1&keywords=sunglasses&qid=1596432632&s=apparel&sr=1-44","Ray-Ban","180.","00","https://m.media-amazon.com/images/I/618uQfQ9MuL._AC_UL320_.jpg"
"Rb2140 Original Wayfarer Sunglasses","https://www.amazon.com/Ray-Ban-RB2140-Wayfarer-Sunglasses-Tortoise/dp/B002P7RU3Q/ref=sr_1_45?dchild=1&keywords=sunglasses&qid=1596432632&s=apparel&sr=1-45","Ray-Ban","154.","00","https://m.media-amazon.com/images/I/515pR8zen-L._AC_UL320_.jpg"
"Men's Rb3183 Rectangular Metal Sunglasses","https://www.amazon.com/Ray-Ban-RB3183-GUNMETAL-MIRROR-Polarized/dp/B001GNBJU0/ref=sr_1_46?dchild=1&keywords=sunglasses&qid=1596432632&s=apparel&sr=1-46","Ray-Ban","144.","00","https://m.media-amazon.com/images/I/51Yz2o1m0oL._AC_UL320_.jpg"
"Snark Rectangular Sunglasses","https://www.amazon.com/VonZipper-Snark-Rectangular-Sunglasses-Black/dp/B001NQXHKA/ref=sr_1_47?dchild=1&keywords=sunglasses&qid=1596432632&s=apparel&sr=1-47","VonZipper","64.","12","https://m.media-amazon.com/images/I/51dW9GRPw7L._AC_UL320_.jpg"
"Semi Rimless Polarized Sunglasses Women Men Retro Brand Sun Glasses","https://www.amazon.com/Joopin-Polarized-Sunglasses-Brilliat-packaging/dp/B01N1VHZZS/ref=sr_1_48?dchild=1&keywords=sunglasses&qid=1596432632&s=apparel&sr=1-48","Joopin","10.","99","https://m.media-amazon.com/images/I/61zYQGbKDsL._AC_UL320_.jpg"
"Juvale Black Sunglasses Case Organizer, 18 Slot Display Box (18.5 x 14.25 x 2.5 Inches)","https://www.amazon.com/Juvale-Sunglass-Case-Storage-Eyeglasses/dp/B012ZZ6OKW/ref=sr_1_49?dchild=1&keywords=sunglasses&qid=1596432632&s=apparel&sr=1-49","Juvale","24.","99","https://m.media-amazon.com/images/I/81Nsa723yyL._AC_UL320_.jpg"
"Bose Frames - Audio Sunglasses with Open Ear Headphones, Black, with Bluetooth Connectivity","https://www.amazon.com/Bose-Frames-Audio-Sunglasses-Black/dp/B07P7VVCDD/ref=sr_1_50?dchild=1&keywords=sunglasses&qid=1596432632&s=apparel&sr=1-50","","179.","00","https://m.media-amazon.com/images/I/61n73zzNnQL._AC_UL320_.jpg"
"Sunglasses Leash Accessories Kit Sport Eyeglass","https://www.amazon.com/Oakley-Unisex-Adult-Accessory-Replacement-Lenses/dp/B07G1C4XB6/ref=sr_1_51?dchild=1&keywords=sunglasses&qid=1596432632&s=apparel&sr=1-51","Oakley","10.","00","https://m.media-amazon.com/images/I/61z9d8KPNBL._AC_UL320_.jpg"
"Men's Oo9096 Fuel Cell Rectangular Sunglasses","https://www.amazon.com/Oakley-Rectangular-Sunglasses-Matte-Black/dp/B00MLDP18K/ref=sr_1_52?dchild=1&keywords=sunglasses&qid=1596432632&s=apparel&sr=1-52","Oakley","116.","00","https://m.media-amazon.com/images/I/51i6B7CUUpL._AC_UL320_.jpg"
"Sunglasses Soft Case Ultra Light Neoprene Zipper Eyeglass Case with Belt Clip","https://www.amazon.com/MoKo-Eyeglass-Zippered-Neoprene-Sunglasses/dp/B01M6A3MV5/ref=sr_1_53?dchild=1&keywords=sunglasses&qid=1596432632&s=apparel&sr=1-53","MoKo","6.","99","https://m.media-amazon.com/images/I/71R5A0imUSL._AC_UL320_.jpg"
"Rb4165 Justin Rectangular Sunglasses","https://www.amazon.com/Ray-Ban-RB4165-Justin-Rectangular-Sunglasses/dp/B00ESVZSFO/ref=sr_1_54?dchild=1&keywords=sunglasses&qid=1596432632&s=apparel&sr=1-54","Ray-Ban","132.","00","https://m.media-amazon.com/images/I/51OMYrvUZRL._AC_UL320_.jpg"
"Retro Oversized Square Sunglasses for Women with Flat Lens 50mm","https://www.amazon.com/zeroUV-Oversized-Square-Rimmed-Sunglasses/dp/B01I07ERJY/ref=sr_1_55?dchild=1&keywords=sunglasses&qid=1596432632&s=apparel&sr=1-55","zeroUV","14.","99","https://m.media-amazon.com/images/I/61KQ01AvlJL._AC_UL320_.jpg"
"Men's Oo9417 Holbrook XL Square Sunglasses","https://www.amazon.com/Oakley-Holbrook-Lentes-hombre-Amarillo/dp/B077QSGRN4/ref=sr_1_56?dchild=1&keywords=sunglasses&qid=1596432632&s=apparel&sr=1-56","Oakley","156.","00","https://m.media-amazon.com/images/I/51heGX0OkrL._AC_UL320_.jpg"
"CA33/S Pilot Sunglasses","https://www.amazon.com/Carrera-gafas-estilo-aviador-negro/dp/B0069M5BA2/ref=sr_1_57?dchild=1&keywords=sunglasses&qid=1596432632&s=apparel&sr=1-57","Carrera","66.","37","https://m.media-amazon.com/images/I/71D2iB1Yr4L._AC_UL320_.jpg"
"Women's Angeliq Cat-Eye Sunglasses","https://www.amazon.com/Kate-Spade-Angeliqs-Sunglasses-Tortoise/dp/B00BJ00802/ref=sr_1_58?dchild=1&keywords=sunglasses&qid=1596432632&s=apparel&sr=1-58","Kate Spade New York","69.","48","https://m.media-amazon.com/images/I/71r9aI8TKfL._AC_UL320_.jpg"
"Women's Kiya Square Sunglasses","https://www.amazon.com/Kate-Spade-Womens-Square-Sunglasses/dp/B07B68CY7N/ref=sr_1_59?dchild=1&keywords=sunglasses&qid=1596432632&s=apparel&sr=1-59","Kate Spade New York","74.","99","https://m.media-amazon.com/images/I/61-VyTWgTWL._AC_UL320_.jpg"
"mens Oo9188 Flak 2.0 Xl Rectangular Sunglasses Rectangular Sunglasses","https://www.amazon.com/Oakley-OO9188-Rectangular-Sunglasses-Polished/dp/B00UT4ED9Q/ref=sr_1_60?dchild=1&keywords=sunglasses&qid=1596432632&s=apparel&sr=1-60","Oakley","176.","00","https://m.media-amazon.com/images/I/51chM+9ZdNL._AC_UL320_.jpg"
"Men's Oo9208 Radar Ev Path Shield Sunglasses","https://www.amazon.com/OO9208-Radar-EV-Path-Shield/dp/B07QCTT83K/ref=sr_1_61?dchild=1&keywords=sunglasses&qid=1596432632&s=apparel&sr=1-61","Oakley","196.","00","https://m.media-amazon.com/images/I/51fwL-FOZGL._AC_UL320_.jpg"
"Kenai Aviator Polarized Sunglasses for Men and Women, Polarized Lenses, 100% UV Protection, Lightweight Frame","https://www.amazon.com/KastKing-Polarized-Aviator-Sunglasses-Temple/dp/B081DXSHJS/ref=sr_1_62?dchild=1&keywords=sunglasses&qid=1596432632&s=apparel&sr=1-62","KastKing","14.","99","https://m.media-amazon.com/images/I/61Ow1wM4HHL._AC_UL320_.jpg"
"Women's Paxton Rectangular Sunglasses","https://www.amazon.com/Kate-Spade-Rectangular-Sunglasses-Polarized/dp/B002Y5VZMQ/ref=sr_1_63?dchild=1&keywords=sunglasses&qid=1596432632&s=apparel&sr=1-63","Kate Spade New York","78.","41","https://m.media-amazon.com/images/I/71aCyoSaMQL._AC_UL320_.jpg"
"S1 Sport Polarized Sunglasses","https://www.amazon.com/Hulislem-Blade-Sport-Polarized-Sunglasses/dp/B018RZNQ3M/ref=sr_1_64?dchild=1&keywords=sunglasses&qid=1596432632&s=apparel&sr=1-64","Hulislem","21.","99","https://m.media-amazon.com/images/I/61C9TISRAkL._AC_UL320_.jpg"
"Retro Vintage Cateye Sunglasses for Women Plastic Frame Mirrored Lens SJ2939","https://www.amazon.com/SOJOS-Vintage-Sunglasses-Plastic-Mirrored/dp/B015MRQG30/ref=sr_1_65?dchild=1&keywords=sunglasses&qid=1596432632&s=apparel&sr=1-65","SOJOS","10.","89","https://m.media-amazon.com/images/I/61huEQNRMaL._AC_UL320_.jpg"
"Cateye Sunglasses for Women Fashion Mirrored Lens Metal Frame SJ1086","https://www.amazon.com/Cateye-espejo-met%C3%A1lico-SJ1086-tama%C3%B1o/dp/B07CB8DH56/ref=sr_1_66?dchild=1&keywords=sunglasses&qid=1596432632&s=apparel&sr=1-66","SOJOS","14.","95","https://m.media-amazon.com/images/I/51fwY-kTTvL._AC_UL320_.jpg"
"Polarized Optics Sentry","https://www.amazon.com/Suncloud-Sentry-Polarized-Sunglass-Tortoise/dp/B004KGUX02/ref=sr_1_67?dchild=1&keywords=sunglasses&qid=1596432632&s=apparel&sr=1-67","Suncloud","","","https://m.media-amazon.com/images/I/61RVpUTRR+L._AC_UL320_.jpg"
"Women's J5702 Aviator Sunglasses","https://www.amazon.com/Jessica-Simpson-Non-Polarized-Iridium-Sunglasses/dp/B07KL2HSJZ/ref=sr_1_68?dchild=1&keywords=sunglasses&qid=1596432632&s=apparel&sr=1-68","Jessica Simpson","39.","20","https://m.media-amazon.com/images/I/612IuG1US6L._AC_UL320_.jpg"
"Lifestyle Ellipse O Sunglass Case","https://www.amazon.com/Oakley-Unisex-Adult-Crossrange-Accessory-Replacement/dp/B077ZMVCFX/ref=sr_1_69?dchild=1&keywords=sunglasses&qid=1596432632&s=apparel&sr=1-69","Oakley","25.","00","https://m.media-amazon.com/images/I/81M11fYBXhL._AC_UL320_.jpg"
"Men's Ax2012s Rectangular Metal Sunglasses","https://www.amazon.com/Armani-Exchange-Sunglass-0AX2012S-Sunglasses/dp/B00LUXXC38/ref=sr_1_70?dchild=1&keywords=sunglasses&qid=1596432632&s=apparel&sr=1-70","AX Armani Exchange","50.","79","https://m.media-amazon.com/images/I/61E++POnplL._AC_UL320_.jpg"
"Rb3548n Hexagonal Flat Lenses Sunglasses","https://www.amazon.com/RAY-BAN-RB3548N-Hexagonal-Sunglasses-Gradient/dp/B07QW9ZWT3/ref=sr_1_71?dchild=1&keywords=sunglasses&qid=1596432632&s=apparel&sr=1-71","Ray-Ban","169.","00","https://m.media-amazon.com/images/I/51JkD0wUlNL._AC_UL320_.jpg"
"Ca5039/S Rectangular Sunglasses","https://www.amazon.com/Carrera-Ca5039s-Rectangular-Sunglasses-Gradient/dp/B003H25S7I/ref=sr_1_72?dchild=1&keywords=sunglasses&qid=1596432632&s=apparel&sr=1-72","Carrera","64.","50","https://m.media-amazon.com/images/I/71eqQpTJUIL._AC_UL320_.jpg"
"GG 0010 S- 001 BLACK/GREY Sunglasses, 58-16-145","https://www.amazon.com/Gucci-0010-BLACK-GREY-Sunglasses/dp/B01KGRP9GG/ref=sr_1_73?dchild=1&keywords=sunglasses&qid=1596432632&s=apparel&sr=1-73","Gucci","179.","95","https://m.media-amazon.com/images/I/61Ei1XcePGL._AC_UL320_.jpg"
"Women's Oo4054 Caveat Aviator Metal Sunglasses","https://www.amazon.com/Oakley-Caveat-Aviator-Sunglasses-Polished/dp/B00502C646/ref=sr_1_74?dchild=1&keywords=sunglasses&qid=1596432632&s=apparel&sr=1-74","Oakley","98.","00","https://m.media-amazon.com/images/I/51XDDvx64ZL._AC_UL320_.jpg"
"Swank Sunglasses","https://www.amazon.com/Tifosi-Swank-Sunglasses-Satin-Bright/dp/B079J34MH8/ref=sr_1_75?dchild=1&keywords=sunglasses&qid=1596432632&s=apparel&sr=1-75","Tifosi","25.","00","https://m.media-amazon.com/images/I/61lH2fjLp1L._AC_UL320_.jpg"
"Polarized Sunglasses for Women Men Classic Trendy Stylish Sun Glasses 100% UV Protection","https://www.amazon.com/TIJN-Polarized-Sunglasses-Classic-Protection/dp/B07T972P7L/ref=sr_1_76?dchild=1&keywords=sunglasses&qid=1596432632&s=apparel&sr=1-76","TIJN","15.","99","https://m.media-amazon.com/images/I/51CMcMb-+CL._AC_UL320_.jpg"
"Carbon Sunglass Case","https://www.amazon.com/Oakley-Unisex-Adult-Carbon-Replacement-Lenses/dp/B0025X1Y4G/ref=sr_1_77?dchild=1&keywords=sunglasses&qid=1596432632&s=apparel&sr=1-77","Oakley","25.","00","https://m.media-amazon.com/images/I/91dgC5ezHiL._AC_UL320_.jpg"
"Australia HIGH KEY Men's and Women's Sunglasses Classic Oversized Aviator","https://www.amazon.com/Quay-Australia-Sunglasses-Classic-Oversized/dp/B06ZYYX318/ref=sr_1_78?dchild=1&keywords=sunglasses&qid=1596432632&s=apparel&sr=1-78","Quay Australia","58.","50","https://m.media-amazon.com/images/I/41mk41dieeL._AC_UL320_.jpg"
